TextTopic4_raw1,TextTopic4_raw2,TextTopic4_raw3,TextTopic4_raw4,TextTopic4_raw5,TextTopic4_raw6,TextTopic4_raw7,TextTopic4_raw8,TextTopic4_raw9,TextTopic4_raw10,TextTopic4_raw11,TextTopic4_raw12,TextTopic4_raw13,TextTopic4_raw14,TextTopic4_raw15,TextTopic4_raw16,TextTopic4_raw17,TextTopic4_raw18,TextTopic4_raw19,TextTopic4_raw20,TextTopic4_raw21,TextTopic4_raw22,TextTopic4_raw23,TextTopic4_raw24,TextTopic4_raw25,TextTopic4_raw26,TextTopic4_raw27,TextTopic4_raw28,TextTopic4_raw29,TextTopic4_raw30,TextTopic4_raw31,TextTopic4_1,TextTopic4_2,TextTopic4_3,TextTopic4_4,TextTopic4_5,TextTopic4_6,TextTopic4_7,TextTopic4_8,TextTopic4_9,TextTopic4_10,TextTopic4_11,TextTopic4_12,TextTopic4_13,TextTopic4_14,TextTopic4_15,TextTopic4_16,TextTopic4_17,TextTopic4_18,TextTopic4_19,TextTopic4_20,TextTopic4_21,TextTopic4_22,TextTopic4_23,TextTopic4_24,TextTopic4_25,TextTopic4_26,TextTopic4_27,TextTopic4_28,TextTopic4_29,TextTopic4_30,TextTopic4_31,_DOCUMENT_,F1,F2,F3,F4,F5,CLUSTER,DISTANCE
0.000,0.000,0.000,0.000,0.000,0.000,-.031,-.047,0.213,0.018,0.000,0.000,-.011,0.453,0.000,0.000,-.017,-.026,0.018,-.007,0.000,0.000,-.015,0.017,-.013,0.009,0.000,0.027,-.016,0.042,0.005,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,Samsung Galaxy S7 G930F,"December 14, 2016",5,Five Stars,Very good product!,2,0.1591129213
0.646,0.000,0.364,0.000,0.000,0.000,0.179,0.073,0.081,0.008,0.054,0.153,0.012,-.007,0.020,0.007,-.009,0.010,0.011,0.007,0.037,-.014,0.004,0.071,0.064,0.029,0.016,0.011,-.020,0.040,0.014,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,Samsung Galaxy S7 G930F,"April 28, 2016",5,took like 3 minutes,"My mom and I both bought one. Came right on time, and was no trouble at all getting it activated by our company (MetroPCS). Don't listen to all those people saying it doesn't work with MetroPCS, it does! Just call them up and they'll be able to transfer your account to the new phone, took like 3 minutes.The phone itself is great. A bit slippery but nothing a good case can't fix. It does smudge if you touch it too much but just use a screen protector and a case and it'll be fine. All in all, great phone.",2,0.6883607423
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.020,0.000,0.000,0.000,-.012,0.000,0.000,-.013,0.000,0.358,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.021,-.025,0.000,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1562,Samsung Galaxy S7 G930F,"December 29, 2016",5,Five Stars,Nice cellphone,2,0.1591129213
0.087,0.453,0.704,0.351,0.115,0.000,0.017,0.048,0.078,0.022,0.013,0.069,0.034,0.012,0.028,0.092,-.047,0.016,0.009,0.028,0.041,0.046,0.016,0.120,0.052,-.045,0.054,0.020,0.059,0.038,0.068,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1563,Samsung Galaxy S7 G930F,"May 9, 2016",5,"To my great surprise, Samsung made my dream phone","This being my upgrade from a Sony Xperia Advance (a mid-range smartphone from a few years ago, which was also waterproof), it's perhaps not surprising that I am thoroughly impressed by this device. I had looked at the S6 last year, but it wasn't enough to make me want to buy, in particular given the lack of waterproofing, the lack of expandable storage, and the good but not mind-blowing camera. Samsung has made the S7 everything I had been dreaming of but didn't see in the S6, and I just couldn't say no. On paper, the S7 is my perfect phone.And it turns out it's my perfect phone in practice too.The camera, which was the main selling point for me, lives up to the claims. I have been getting great indoor (and outdoor) shots of my 5-year old in action. With my old phone, that was completely impossible since it would take at least 10 seconds to open the camera app and focus. With the S7, I can go from picking up the locked phone to capturing a perfectly focused image in 3 seconds (I caught my son in mid-air as he jumped off a ramp on his scooter). And the colors are almost always very close to what I perceive with my eye, even in some unusual lighting (like midnight in the arctic in spring, or mixed fluorescent light/sunlight in my living room).The screen is gorgeous as everyone knows. Its resolution is riDONKulous.The phone is a good size for me (good balance between being comfortable in the hand, fitting in the pocket, and having a usefully sized screen). I got a slim Spigen Rugged Armor case for it, which makes me feel much more confident in gripping it (in a way, the phone itself is too thin and smooth and glass), and gives the phone a slightly different but still cool look.Of course, it's expensive. But you're really getting a phone, a palm-top computer (which is as fast as any smartphone out there and therefore fast enough to make any Android 3D game or other app run smoothly), an e-reader, and a better-than-point-and-shoot camera all in one.I definitely recommend this device.",2,0.8178686611
0.000,0.000,0.000,0.000,0.000,0.253,0.013,-.005,0.014,0.013,0.001,0.000,0.010,-.003,0.008,0.003,0.004,0.035,0.008,0.002,0.003,-.024,0.002,0.046,0.008,-.077,0.276,0.013,0.092,-.009,0.063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1564,Samsung Galaxy S7 G930F,"June 18, 2016",2,I wouldn't make this purchase again.,"This international unlocked version doesn't meet the high standard I felt is in all Samsung S7s.  I can't even use the Samsung + plus app on this phone, an app that  was made for supporting this specific phone. The Camara doesn't capture the quality close ups. I'm not sure why and the seller never replied to my 1st email.In addition, I am unable to run an automatic update for nougat 7.0. I have to do a manual update that I am unable to figure out how to download from Samsung.com.",1,0.3105268577
0.000,0.000,0.000,0.907,0.000,0.000,0.015,0.027,0.017,0.007,0.032,0.000,0.012,-.011,0.008,0.003,0.005,0.021,0.000,0.011,-.006,-.019,0.003,0.019,0.017,-.076,-.034,0.050,0.025,-.003,0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,Samsung Galaxy S7 G930F,"December 4, 2017",3,Three Stars,The phone is heating up a bit too much and it is loading to slow at times,3,0.9683863052
0.000,0.000,0.310,0.000,0.000,0.000,0.013,0.034,0.014,0.006,0.012,0.000,0.010,-.009,0.007,0.003,0.004,0.006,0.000,0.009,0.003,-.004,0.002,0.009,0.006,-.076,0.022,0.008,0.005,-.003,-.029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,Samsung Galaxy S7 G930F,"December 12, 2017",5,Five Stars,It is a gorgeous phone. Hope its not the last samsung with home button,2,0.2947766507
0.000,0.000,0.000,0.318,0.255,0.466,0.173,-.016,0.000,0.000,-.024,0.000,0.000,0.049,0.052,0.000,0.040,0.043,0.000,0.023,0.011,0.028,0.017,-.039,0.000,0.035,0.006,-.023,-.015,0.005,-.008,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,Samsung Galaxy S7 G930F,"August 31, 2017",5,Great,Great price and fast shipping.,2,0.499598105
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,Samsung Galaxy S7 G930F,"April 18, 2017",5,Five Stars,Worry free,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.026,0.022,0.009,0.002,0.028,0.038,-.014,0.022,0.004,0.010,0.051,0.000,0.014,-.006,-.054,0.004,0.013,-.038,-.069,0.021,0.049,0.020,0.031,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,Samsung Galaxy S7 G930F,"July 18, 2016",5,Five Stars,"This phone is perfect, received quickly.",2,0.1591129213
0.000,0.299,0.000,0.000,0.000,0.000,0.038,-.002,0.191,0.034,0.012,0.000,0.023,-.010,0.046,0.007,-.044,-.006,0.000,0.051,0.027,-.009,0.006,0.044,0.003,0.016,-.011,0.018,-.040,0.033,0.022,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,Samsung Galaxy S7 G930F,"June 29, 2016",5,best camera you can get in a phone,"Outstanding phone, best camera you can get in a phone",2,0.3115534081
0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.177,0.144,0.016,-.043,-.010,0.003,0.007,0.008,0.003,-.021,0.063,0.000,0.006,-.004,0.019,0.015,0.049,-.002,0.033,0.017,-.004,-.023,0.061,-.008,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,Samsung Galaxy S7 G930F,"October 13, 2017",5,Five Stars,Good quality of cell phone . I got no problems using it in Ecuador,2,0.1591129213
0.000,0.000,0.000,0.489,0.229,0.000,0.009,0.160,0.171,0.007,-.008,0.000,0.003,0.007,0.036,0.003,-.008,0.022,0.000,0.035,-.004,0.020,0.030,-.001,-.002,0.076,-.006,-.014,-.001,0.018,-.002,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1572,Samsung Galaxy S7 G930F,"November 22, 2016",5,"Good price, quick","Phone whitout problems. Good price, quick deliver",2,0.4333160804
0.137,0.000,0.000,0.512,0.000,0.000,0.108,-.002,0.071,0.007,0.036,0.032,0.097,0.023,0.009,0.010,-.011,0.131,0.003,0.007,0.043,0.012,0.122,0.004,0.101,-.040,0.052,-.008,-.007,0.011,0.008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1573,Samsung Galaxy S7 G930F,"May 9, 2016",5,"Bought for T-Mobile and was disappointed, but switched to the unlimited cricket plan and couldn't be happier!","Everything is as expected with this phone. Didn't work with T-Mobile volte or WiFi calls, but since T-Mobile is disrespecting their grandfathered customers, I switched to the $65 cricket plan and could not be happier! I use anywhere from 40-80 GB of data each month and this phone works great with pretty much any carrier of you don't need volte or WiFi calling. Good build quality and great octa processor. I ordered the G930F but I got the G930FD instead, not that I'm complaining since I like that extra option. Put the incipo dual pro case on this phone for great protection. Love it! By the way, this is the only model that you can root and ROM so have fun!",2,0.4258675396
0.000,0.186,0.306,0.000,0.000,0.000,0.021,-.021,0.167,0.021,0.009,0.000,0.018,-.010,0.014,0.004,-.063,0.013,0.013,0.029,0.055,0.062,-.022,0.124,0.021,0.047,0.054,0.108,-.017,0.056,-.009,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1574,Samsung Galaxy S7 G930F,"October 30, 2016",5,Great phone with great specs,"I had to buy a good replacement for my HTC one m8, I wanted a water resistant phone with a good camera and display, bought this phone, can't get better than this!",2,0.3293776728
0.000,0.000,0.000,0.000,0.000,0.518,0.000,0.000,0.000,0.000,-.009,0.000,0.230,0.014,0.000,0.000,0.000,0.000,0.000,0.000,-.009,0.000,0.000,-.016,0.000,0.009,-.009,0.007,0.000,0.000,0.021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,Samsung Galaxy S7 G930F,"May 31, 2017",5,I love it! it came with full package,I love it ! it came with full package.,2,0.4707644628
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.237,0.007,0.018,0.069,0.028,0.000,-.026,0.023,0.008,0.000,-.020,0.505,0.000,-.001,0.014,0.030,-.021,0.170,0.032,0.000,-.018,-.035,0.000,0.013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1576,Samsung Galaxy S7 G930F,"June 21, 2016",5,Five Stars,Works perfect and works on AT&T no problem,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.014,0.000,-.027,0.000,0.012,-.019,-.023,0.000,-.048,0.000,0.000,0.000,0.036,0.076,-.026,0.156,0.038,0.099,0.070,0.085,-.033,0.034,-.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1577,Samsung Galaxy S7 G930F,"May 15, 2017",5,Five Stars,"10/10, would buy again.",2,0.1591129213
0.000,0.000,0.394,0.000,0.000,0.000,0.016,-.021,0.017,0.021,-.014,0.011,0.200,0.008,0.015,0.003,0.013,0.230,0.016,0.002,-.015,-.038,0.003,0.041,0.003,-.036,0.108,0.001,0.116,-.023,-.014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1578,Samsung Galaxy S7 G930F,"January 4, 2017",5,Galaxy s7,Samsung just did an update and changed everything on the display.  Not happy about that but not he seller's fault.  Love the new phone!,2,0.3696951161
0.000,0.000,0.000,0.000,0.000,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.020,0.000,0.000,0.000,0.013,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.000,-.003,0.000,0.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1579,Samsung Galaxy S7 G930F,"October 25, 2016",5,Perfect,Perfect! I'm just waiting for my invoice due to international guarantee.,2,0.5388362214
0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.008,0.022,0.496,0.018,0.290,0.015,-.045,0.029,0.004,-.009,-.008,0.000,0.014,0.005,-.006,0.004,0.014,-.007,0.008,0.005,0.012,0.008,-.004,-.039,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,Samsung Galaxy S7 G930F,"June 2, 2016",5,excellent phone with great,excellent  phone with great ui,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.032,0.000,0.000,0.000,0.000,0.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.031,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1581,Samsung Galaxy S7 G930F,"June 8, 2017",5,Five Stars,ALL PERFECT,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.006,0.000,0.205,0.024,-.009,0.000,0.000,0.000,0.000,0.000,-.018,-.041,0.000,-.034,0.032,0.074,0.165,-.025,0.193,0.226,-.147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1582,Samsung Galaxy S7 G930F,"January 5, 2017",4,... in the Samsung Galaxy S7 but so far I love it,I have not be using  all the functions  in the Samsung Galaxy  S7 but so far I love it,3,0.4398630313
0.665,0.130,0.993,0.000,0.155,0.206,0.054,0.080,0.018,0.008,0.043,0.078,0.084,0.007,0.005,0.020,0.043,0.031,0.006,0.059,0.014,0.056,-.004,0.056,0.098,-.086,0.077,0.032,0.095,0.065,-.013,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1583,Samsung Galaxy S7 G930F,"December 6, 2016",5,BEAUTIFUL phone.  12 hours in and everything is working great!,"Just received my new phone, upgrading from a broken Galaxy S5.  So far, I love it...First, the color...  My previous Galaxy was a lovely gold color, but I started to wonder whether I was tired of the gold, and whether I should buy the S7 in a different color.  In the end however, I chose gold again.  The great news is that the S7's gold color is a bit more of a bronze color than a true gold, and LOOKS GREAT!  The previous S5 gold was nice, the S7's gold is much nicer!I paired it with an Acmebox gel clear gold cover (only $5.64) on Amazon.  The cover gives full protection (including a lip around the front edges).  Best of all, the clear cover with a hint of gold in it somehow enhances the already fantastic S7 gold cover.  The result is a VERY EXPENSIVE looking phone, for only another $5.64 in investment.The display looks very clear and crisp.  I've always loved Samsung displays, but this definitely improves on the already great S5 display.The phone takes a ""Nano"" SIM card, vs. the ""Micro"" SIM card in my S5.  This means that you can't just plug your existing SIM card into the new phone.  You may have to wait a few days for your carrier to mail you a new one (or visit a store).  However a lot of Micro SIM cards are actually Nano SIM cards that are Micro sized, and you can just punch the extra micro plastic away to break it down to a Nano size.  In my case, I was intially disappointed when I realized that my SIM card wouldn't fit, until I remembered that TMobile had shipped me a new SIM card that I'd kept but never activated.  Sure enough, the new SIM card was a Nano SIM but with the extra perforated plastic to bring it up to Micro size.  Therefore I was able to have TMobile activate it over the phone, and my phone is now usable.I had a bit of a hard time copying my photos and contacts over to the new phone.  Thankfully Android knows that this is an important issue for new phone users, and the start-up software tries multiple ways to get everything over.  In my case, the NFC approach didn't work at all, and the data cable approach (which comes with your phone - thanks guys!) only pulled over apps.  THe back-up to Google also didn't work (maybe it just took too long).  So I went old-school and just backed everything (photos and contacts) up to the SD card, inserted the old SD card into the new phone, and everything transferred fine.Another thing that initially disappointed me was that the phone did not come pre-loaded with a swipe-style keyboard (there was an option for it in the Settings - but it was greyed out).  However at least 2 free swipe-style keyboards were available from the app. store.  I downloaded both the Google as well as the Swiftkey keyboard.  Of the 2, I prefer the Google keyboard (It feels the most like the one on my S5).  Issue solved!One other odd thing to be aware of... Since the back is no longer removable, the tray for the SD and SIM card is on the top of the phone, and can only be opened by an odd-pin-like device that is included with the phone.  I guess its not a big deal since I seldom need to access the SD card.  But it seems odd that I won't be able to open the tray unless I have the pin on me...Overall, I'm very pleased with my new phone.  ...No regrets (and glad I waited for the S7 vs. getting the no-SD-card S6).",2,1.1456477613
0.000,0.000,0.000,0.000,0.000,0.404,0.015,0.188,0.016,0.007,0.013,0.009,0.017,-.011,0.007,0.009,0.018,0.015,0.007,0.010,0.084,-.004,0.013,0.010,-.004,0.008,0.014,0.004,-.018,0.011,-.034,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,Samsung Galaxy S7 G930F,"August 8, 2016",5,Excellent,"Shipping was quick, I had it at the very next day of placing the order. Everything was fine. I've been using the phone for 4 months now and there has been any problem.",2,0.3638152337
0.339,0.105,0.000,0.217,0.224,0.000,0.019,0.027,0.024,0.013,0.208,0.020,0.145,0.002,0.012,0.005,0.128,0.015,-.009,0.009,0.042,0.086,-.018,0.007,0.104,0.060,0.086,0.054,-.024,0.003,0.023,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1585,Samsung Galaxy S7 G930F,"December 19, 2016",5,"Beautiful phone, works like a charm","I love, love, love my Galaxy S7. I upgraded from an S6, which I also loved--but the charging port went bad and it would no longer charge. Happily, it was still under warrantee. This is my second unlocked phone. I will say that I chose a UK model, which I hope will be better with its warrantee. Because my S6 was Korean, it was quite a hassle to get any help, though I was finally successful. It is no trouble at all to use this with ATT. In fact, I just took the SIM out of my S6 and installed it in the S7 and voila, my phone was functioning. The transfer was a simple wireless affair of sitting the two phones next to each other and waiting a few minutes. Love the camera, Android Pay, and it works great with my Sonata with Android Auto. And it's gorgeous. No iPhone for me!",2,0.3759090105
0.000,0.000,0.376,0.323,0.000,0.305,0.000,0.010,0.000,0.000,0.004,0.007,0.123,0.008,0.000,0.000,0.025,0.034,0.000,0.150,-.004,-.025,0.000,-.019,-.015,0.004,0.042,0.043,0.030,0.018,0.004,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1586,Samsung Galaxy S7 G930F,"August 26, 2016",5,"so nice, so stylish","I received my galaxy s7 today,it's also come sealed and with usb connector  I'm loving it. So slick, so nice, so stylish. Thank you Amazon and Wireless Place",2,0.4572973888
0.000,0.240,0.000,0.000,0.000,0.000,0.011,0.021,0.009,0.015,0.013,0.000,0.008,0.003,0.024,0.000,-.030,-.017,0.000,0.029,0.006,-.022,0.000,0.019,0.029,0.057,0.065,0.025,0.046,0.000,-.065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,Samsung Galaxy S7 G930F,"October 27, 2016",2,substandard camera,"This does not have the same camera software as the standard Galaxy S7. No HDR, no low-light settings, etc.",1,0.3743761795
0.000,0.210,0.000,0.232,0.000,0.000,0.018,-.004,0.119,0.020,-.017,0.195,0.181,0.001,0.031,0.003,-.063,-.021,0.000,0.023,0.027,0.030,0.001,0.083,0.003,0.078,-.001,0.024,-.045,0.050,-.012,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1588,Samsung Galaxy S7 G930F,"June 6, 2017",5,... just loves his new phone it's camera is really good battery lasts long in one word it's,I bought this for brother he just loves his new phone it's camera is really good battery lasts long in one word it's great,2,0.2451542419
0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,-.007,0.000,-.013,0.000,0.006,-.009,-.011,0.000,0.007,0.014,0.000,0.000,0.105,0.036,-.012,0.096,0.028,0.047,0.034,0.032,0.043,0.008,-.051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1589,Samsung Galaxy S7 G930F,"May 27, 2017",2,Two Stars,suddenly turns off and does not turn on until the card is removedimagine ( buying without warranty),1,0.3486076791
0.000,0.000,0.000,0.000,0.000,0.000,0.109,0.172,0.007,0.011,0.011,0.009,0.000,0.193,0.008,0.000,0.019,0.038,0.012,0.000,-.026,-.060,0.008,-.011,0.003,0.053,0.078,0.039,0.075,0.194,-.052,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1590,Samsung Galaxy S7 G930F,"May 15, 2016",4,"The product is Great, I won't give 5 stars because I ordered ...","The product is Great, I won't give 5 stars because I ordered S7 black and I received S7 Edge Gold... Anyway so far no problem occured...",3,0.4398630313
0.353,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.000,0.014,0.061,-.041,0.012,0.000,0.008,0.000,-.040,-.015,0.072,0.000,0.000,0.030,0.331,-.016,0.173,0.051,-.013,-.020,0.018,0.013,-.021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1591,Samsung Galaxy S7 G930F,"September 26, 2017",5,Five Stars,Came with dual sim. Wasnt expecting but works out perfectly.,2,0.3416565332
0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.006,0.010,0.008,0.000,0.011,0.018,-.021,-.004,0.003,-.030,0.209,0.000,0.011,0.011,0.034,-.010,0.091,0.027,0.035,0.040,0.053,-.032,0.014,-.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1592,Samsung Galaxy S7 G930F,"January 9, 2017",5,she was really happy with the phone,"I bought it as a birthday gift, she was really happy with the phone!",2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,-.010,-.033,0.215,0.000,0.009,0.000,0.283,0.034,0.000,0.000,-.020,0.000,0.000,0.006,-.011,-.023,0.000,-.050,-.016,0.022,-.012,-.036,-.019,0.370,-.015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1593,Samsung Galaxy S7 G930F,"September 28, 2016",5,Five Stars,Love it. So far so good,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,Samsung Galaxy S7 G930F,"January 7, 2018",5,Five Stars,Perfecto,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.033,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,-.022,0.037,0.028,0.000,0.000,0.000,-.021,0.000,0.000,-.062,0.039,0.065,0.000,0.000,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595,Samsung Galaxy S7 G930F,"August 8, 2016",5,Five Stars,Just what i wanted,2,0.1591129213
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-.016,0.466,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,Samsung Galaxy S7 G930F,"February 9, 2018",5,Five Stars,Good,2,0.1591129213
0.000,0.000,0.000,0.312,0.000,0.000,-.011,0.006,0.005,0.000,-.017,0.048,0.035,0.000,0.012,0.005,0.000,0.000,0.013,0.000,0.015,-.014,0.021,0.046,0.083,-.093,-.027,0.001,0.025,0.052,0.019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,Samsung Galaxy S7 G930F,"May 2, 2016",5,"until now perfect function, fast","in use , until now perfect function  , fast , camara amazing ! , enormous cappacity to work and keep multiple apps open and working !",2,0.2332836378
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,Samsung Galaxy S7 G930F,"July 11, 2017",5,Five Stars,Excelente,2,0.1591129213
0.000,0.000,0.000,0.798,0.000,0.000,0.283,-.004,0.015,0.010,0.051,0.186,0.171,-.003,0.045,0.004,0.107,0.051,0.000,-.007,0.034,-.015,-.010,-.023,0.010,0.026,0.047,0.011,-.044,-.003,-.040,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,Samsung Galaxy S7 G930F,"October 15, 2016",5,Memory is great phone is great I love my new galaxy s7 ...,Memory is great phone is great I love my new galaxy s7 battery is great last long time and charges fast thank you the phone,2,0.6982727639
0.314,0.000,0.000,0.239,0.000,0.000,0.000,-.008,0.005,0.000,-.006,0.027,0.000,0.000,0.000,0.005,-.015,0.025,0.000,-.008,0.006,-.011,-.011,-.018,0.124,0.002,0.025,-.037,-.036,-.008,-.020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1600,Samsung Galaxy S7 G930F,"September 18, 2016",1,One Star,"Battery time very low, Sim cards don't work. Really dissatisfied!!",4,0.2981351954
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601,Samsung Galaxy S7 G930F,"January 15, 2018",5,Five Stars,Excelente,2,0.1591129213
